username,count,qid
TiagoLubiana,1,Q116695308
TiagoLubiana,1,Q116695343
Mr.Ibrahembot,1,Q116695343
TiagoLubiana,1,Q116695379
Mr.Ibrahembot,1,Q116695379
TiagoLubiana,1,Q116695385
Mr.Ibrahembot,1,Q116695385
TiagoLubiana,1,Q116695391
Mr.Ibrahembot,1,Q116695391
Mr.Ibrahembot,1,Q116695392
TiagoLubiana,1,Q116695392
TiagoLubiana,1,Q116695403
Mr.Ibrahembot,1,Q116695403
TiagoLubiana,1,Q116695435
Mr.Ibrahembot,1,Q116695435
TiagoLubiana,1,Q116695433
Mr.Ibrahembot,1,Q116695433
Mr.Ibrahembot,1,Q116695462
TiagoLubiana,1,Q116695462
TiagoLubiana,1,Q116695460
Mr.Ibrahembot,1,Q116695460
TiagoLubiana,1,Q116695466
Mr.Ibrahembot,1,Q116695466
Mr.Ibrahembot,1,Q116695467
TiagoLubiana,1,Q116695467
TiagoLubiana,1,Q116695464
Mr.Ibrahembot,1,Q116695464
Mr.Ibrahembot,1,Q116695465
TiagoLubiana,1,Q116695465
TiagoLubiana,1,Q116695470
Mr.Ibrahembot,1,Q116695470
Mr.Ibrahembot,1,Q116695471
TiagoLubiana,1,Q116695471
Mr.Ibrahembot,1,Q116695468
TiagoLubiana,1,Q116695468
Mr.Ibrahembot,1,Q116695469
TiagoLubiana,1,Q116695469
Mr.Ibrahembot,1,Q116695474
TiagoLubiana,1,Q116695474
TiagoLubiana,1,Q116695472
Mr.Ibrahembot,1,Q116695472
TiagoLubiana,1,Q116695473
Mr.Ibrahembot,1,Q116695473
TiagoLubiana,1,Q116924248
Mr.Ibrahembot,1,Q116924248
TiagoLubiana,1,Q116924254
Mr.Ibrahembot,1,Q116924254
TiagoLubiana,10,Q121493521
Mr.Ibrahembot,1,Q121493521
TiagoLubiana,9,Q121493543
Mr.Ibrahembot,1,Q121493543
TiagoLubiana,5,Q126088771
Mr.Ibrahembot,1,Q126088771
Ske,2,Q125684882
Eskivor,2,Q125684882
TiagoLubiana,2,Q116620691
Mr.Ibrahembot,1,Q116620691
Renamerr,1,Q116620691
Arlo Barnes,5,Q124388724
KrBot,1,Q124388724
TiagoLubiana,1,Q124388724
TiagoLubiana,1,Q116695418
Mr.Ibrahembot,1,Q116695418
TiagoLubiana,1,Q116695427
Mr.Ibrahembot,1,Q116695427
Yupik,13,Q74560
Wasabot,10,Q74560
Fryed-peach,10,Q74560
Infovarius,8,Q74560
Dexbot,8,Q74560
Jmarchn,6,Q74560
DanmicholoBot,6,Q74560
ԱշոտՏՆՂ,6,Q74560
MatSuBot,5,Q74560
Legobot,5,Q74560
IngeniousBot,4,Q74560
Fractaler,4,Q74560
JAn Dudík,4,Q74560
Schekinov Alexey Victorovich,3,Q74560
Pho Sai,3,Q74560
Charles Matthews,3,Q74560
Yerpo,3,Q74560
Sldst-bot,3,Q74560
Geagea,3,Q74560
TiagoLubianaBot,3,Q74560
Adert,3,Q74560
Narazeni,3,Q74560
KrBot,3,Q74560
Calak,3,Q74560
Andi d,3,Q74560
Botcrux,3,Q74560
SamoaBot,2,Q74560
Danang Sutawijaya,2,Q74560
Egon Willighagen,2,Q74560
103.105.30.92,2,Q74560
AmaryllisGardener,2,Q74560
Ffffrr,2,Q74560
TadejM,2,Q74560
Zuphilip,2,Q74560
Filceolaire,2,Q74560
TiagoLubiana,2,Q74560
Kr.angelov,2,Q74560
Horcrux,2,Q74560
Savir,2,Q74560
MsynBot,2,Q74560
Wesko,2,Q74560
Mullanur,2,Q74560
Thisismattmiller,2,Q74560
Andreasmperu,2,Q74560
Nikola Tulechki,2,Q74560
185.217.221.124,2,Q74560
Shadster,2,Q74560
Desoda,2,Q74560
Geek surine,2,Q74560
S7w4j9,2,Q74560
KaMan,2,Q74560
Tinker Bell,2,Q74560
Ilğım,1,Q74560
Bovlb2,1,Q74560
Dodo Shamal,1,Q74560
MerlIwBot,1,Q74560
Paucabot,1,Q74560
Pi bot,1,Q74560
Glycong,1,Q74560
Hoo Bot,1,Q74560
Daniel Mietchen,1,Q74560
109.252.130.107,1,Q74560
NGC 54,1,Q74560
F705i,1,Q74560
MOSIOR,1,Q74560
Dominic,1,Q74560
Kyng,1,Q74560
Freshman404,1,Q74560
Usarker,1,Q74560
2A02:14F:171:67BF:B84A:EC58:5EC7:FED5,1,Q74560
2400:2410:0:AB00:A434:FDF1:8919:916F,1,Q74560
KRLS Bot,1,Q74560
ValterVBot,1,Q74560
Галина Лабузова,1,Q74560
Xatnys42,1,Q74560
Priviet,1,Q74560
FShbib,1,Q74560
Habanana.cv,1,Q74560
Dr Lotus Black,1,Q74560
2A02:2F0D:D0E:2900:FB02:873A:C73D:33EB,1,Q74560
176.126.230.179,1,Q74560
DeltaBot,1,Q74560
Njzjz,1,Q74560
PLbot,1,Q74560
Zelio007,1,Q74560
Charp238,1,Q74560
Lockal,1,Q74560
202.165.91.140,1,Q74560
AkkakkBot,1,Q74560
SalviBot,1,Q74560
Escarbot,1,Q74560
Xosé,1,Q74560
Khun Kt,1,Q74560
Superchilum,1,Q74560
Liamjamesperritt,1,Q74560
RobotMichiel1972,1,Q74560
Nobudara,1,Q74560
ლაბაძე ბექა97,1,Q74560
240F:10D:D847:1:10A7:1B59:CDFC:EA15,1,Q74560
Romaine,1,Q74560
Ringurrangu,1,Q74560
46.56.195.16,1,Q74560
Vantty,1,Q74560
93.170.145.179,1,Q74560
אלחנן הבר,1,Q74560
BonifaceFR,1,Q74560
Sintakso,1,Q74560
人造人条目专用号,1,Q74560
CalakBot,1,Q74560
TextworkerBot,1,Q74560
Leag,1,Q74560
Aabbcc.double,1,Q74560
Midleading,1,Q74560
Ninjastrikers,1,Q74560
JotaCartas,1,Q74560
Eteppo,1,Q74560
अमर राऊत,1,Q74560
דולב,1,Q74560
AnakngAraw,1,Q74560
INS Pirat,1,Q74560
2001:EE0:4041:D0B9:C18E:87B2:68CA:A924,1,Q74560
Goodymeraj,1,Q74560
AlphaRho,1,Q74560
Sunshine678,1,Q74560
Fsk-goto,1,Q74560
Pudrunui,1,Q74560
JAnDbot,1,Q74560
قارانلیق,1,Q74560
Ds dualapan,1,Q74560
Bovlb,1,Q74560
Awinkler3,1,Q74560
EmausBot,1,Q74560
Szczureq,1,Q74560
46.211.31.88,1,Q74560
Mr.Ibrahembot,1,Q74560
91.232.188.5,1,Q74560
Marcos gon del mar,1,Q74560
Orland,1,Q74560
BetaBot,1,Q74560
Reinheitsgebot,1,Q74560
Theklan,1,Q74560
SabahOlmayacaq,1,Q74560
178.124.18.47,1,Q74560
Cyberandy,1,Q74560
Mapenite,1,Q74560
MidleadingBot,1,Q74560
Rezabot,1,Q74560
Red Winged Duck,1,Q74560
Tpalonen,1,Q74560
Obscuraa,1,Q74560
Quesotiotyo,1,Q74560
Shonagon,1,Q74560
83.37.103.159,1,Q74560
Bluetpp,1,Q74560
Iggy1975,1,Q74560
Racsho,1,Q74560
85.76.70.37,1,Q74560
Boumediene15,1,Q74560
Ameisenigel,1,Q74560
YaThaWinTha,1,Q74560
Phyo WP,1,Q74560
Ary29,1,Q74560
Jaumellecha,1,Q74560
Yupik,15,Q101026
Charp238,14,Q101026
Egon Willighagen,12,Q101026
Putnik,9,Q101026
Sevela.p,8,Q101026
Charles Matthews,7,Q101026
Dexbot,6,Q101026
Legobot,5,Q101026
Ske,5,Q101026
Botcrux,4,Q101026
GerardM,4,Q101026
Veracious,4,Q101026
DanmicholoBot,4,Q101026
ValterVB,4,Q101026
Biyolojiyabikurdi,4,Q101026
SM7,4,Q101026
Bjankuloski06,4,Q101026
MatSuBot,4,Q101026
Fryed-peach,3,Q101026
TiagoLubiana,3,Q101026
Andreasmperu,3,Q101026
AkkakkBot,3,Q101026
YALIN BALTA,3,Q101026
Tinker Bell,3,Q101026
AGbot,3,Q101026
Sldst-bot,3,Q101026
Jd3main,3,Q101026
Mkbergman,3,Q101026
Epìdosis,3,Q101026
Nickpolk,2,Q101026
KLBot2,2,Q101026
Nikki,2,Q101026
Jon Harald Søby,2,Q101026
Գարվիք,2,Q101026
Reinheitsgebot,2,Q101026
Kr.angelov,2,Q101026
Emw,2,Q101026
Steenthbot,2,Q101026
Neuraxıs,2,Q101026
אבישג קדמי,2,Q101026
Nikola Tulechki,2,Q101026
Albedo,2,Q101026
2A02:587:1E40:7BCA:B4A9:DAD8:C27D:A160,2,Q101026
Horcrux,2,Q101026
SamoaBot,2,Q101026
2800:4B0:4508:F57B:1:2:FD86:B8D3,2,Q101026
Spinster,2,Q101026
AmaryllisGardener,2,Q101026
Jeluang Terluang,2,Q101026
Osmasuominen,2,Q101026
PLbot,2,Q101026
Craigysgafn,2,Q101026
Skvader,2,Q101026
Simon Villeneuve,2,Q101026
Obscuraa,2,Q101026
Liamjamesperritt,1,Q101026
KRLS Bot,1,Q101026
INS Pirat,1,Q101026
Mewasul,1,Q101026
Ximik1991,1,Q101026
Hammad,1,Q101026
Kipala,1,Q101026
Brwynog,1,Q101026
Serchia,1,Q101026
BotNinja,1,Q101026
Escarbot,1,Q101026
Vikča Peku.rom,1,Q101026
Виталий Болбас,1,Q101026
Nikosguard,1,Q101026
212.219.249.100,1,Q101026
2405:204:330F:C81B:5627:2967:13D:67DD,1,Q101026
Shinkolobwe,1,Q101026
Apalsola,1,Q101026
MerlIwBot,1,Q101026
Chaoborus,1,Q101026
Jey,1,Q101026
SCIdude,1,Q101026
علي سمسم,1,Q101026
2804:D55:4:599C:0:0:0:1,1,Q101026
Glycong,1,Q101026
Baljeet Bilaspur,1,Q101026
Fglffer,1,Q101026
IngeniousBot,1,Q101026
Shao,1,Q101026
Tuanminh01,1,Q101026
182.239.85.56,1,Q101026
Rajorasuresh,1,Q101026
Dominic,1,Q101026
Heihaheihaha,1,Q101026
W.CC,1,Q101026
Okkn,1,Q101026
Njzjz,1,Q101026
TadejM,1,Q101026
Þjarkur,1,Q101026
Cliverbot,1,Q101026
Iggy1975,1,Q101026
CalakBot,1,Q101026
Ivi104,1,Q101026
Cees van Capelle,1,Q101026
Alison,1,Q101026
Դատարկություն,1,Q101026
50.53.1.33,1,Q101026
YMS,1,Q101026
NicoScribe,1,Q101026
Вальдимар,1,Q101026
Prajwal Pratyaksh,1,Q101026
AlphaRho,1,Q101026
Yamaha5,1,Q101026
Whidou,1,Q101026
114.124.183.119,1,Q101026
Yanguas,1,Q101026
بدارين,1,Q101026
Satnam S Virdi,1,Q101026
201.221.27.119,1,Q101026
Chlorophonia,1,Q101026
Vojtěch Dostál,1,Q101026
Treisijs,1,Q101026
Glenn,1,Q101026
Shizhao,1,Q101026
99of9,1,Q101026
Geagea,1,Q101026
Moonbeam234,1,Q101026
Xosé,1,Q101026
217.8.47.143,1,Q101026
InternetArchiveBot,1,Q101026
NikkiBot,1,Q101026
Matěj Suchánek,1,Q101026
Symphonium264,1,Q101026
MidleadingBot,1,Q101026
EmausBot,1,Q101026
Vantty,1,Q101026
Mullanur,1,Q101026
Rohitsv9,1,Q101026
Sciking,1,Q101026
Mxn,1,Q101026
Ktns,1,Q101026
Stelios2267,1,Q101026
XXN,1,Q101026
PBbot,1,Q101026
Rezabot,1,Q101026
Pynappel,1,Q101026
190.219.142.176,1,Q101026
Uwe Gille,1,Q101026
FShbib,1,Q101026
MsynBot,1,Q101026
VojtěchDostálBot,1,Q101026
Roba,1,Q101026
Shinnin,1,Q101026
Andre Engels,1,Q101026
23artashes,1,Q101026
CKPG163,1,Q101026
Ortisa,1,Q101026
Κωνσταντίνος13,1,Q101026
Ricou31,1,Q101026
Lazar Mister,1,Q101026
190.232.197.145,1,Q101026
VeryGoodDog,1,Q101026
109.92.59.129,1,Q101026
Mahir256,1,Q101026
Manuspanicker,1,Q101026
Cewbot,1,Q101026
MirrorWuu,1,Q101026
JumadilM,1,Q101026
F705i,1,Q101026
Llywelyn2000,1,Q101026
JotaCartas,1,Q101026
Charles Matthews,7,Q107238
MatSuBot,6,Q107238
Botcrux,6,Q107238
Andreasmperu,6,Q107238
Abdur Rakib,5,Q107238
TiagoLubiana,5,Q107238
Mazzie90,5,Q107238
DanmicholoBot,5,Q107238
Egon Willighagen,4,Q107238
Okkn,4,Q107238
Ske,4,Q107238
IngeniousBot,4,Q107238
Emw,3,Q107238
SR5,3,Q107238
Ykhwong,3,Q107238
TadejM,3,Q107238
KLBot2,2,Q107238
Sintakso,2,Q107238
PLbot,2,Q107238
Legobot,2,Q107238
Dexbot,2,Q107238
Flamenc,2,Q107238
Albedo,2,Q107238
Nikola Tulechki,2,Q107238
MsynBot,2,Q107238
SamoaBot,2,Q107238
Sergey kudryavtsev,2,Q107238
Pigsonthewing-bot,2,Q107238
Kr.angelov,2,Q107238
Kooma,2,Q107238
Theklan,1,Q107238
Horcrux,1,Q107238
78.101.112.169,1,Q107238
179.56.209.92,1,Q107238
AlphaRho,1,Q107238
Dcirovic,1,Q107238
Loone416,1,Q107238
Kam Solusar,1,Q107238
Minina,1,Q107238
Delusion23,1,Q107238
NicoScribe,1,Q107238
Vojtěch Dostál,1,Q107238
Biyolojiyabikurdi,1,Q107238
Bot Sian EJ,1,Q107238
JosephinIV,1,Q107238
2402:3A80:B54:FF33:6437:23B3:D847:CFC3,1,Q107238
2800:BF0:8061:1327:B4ED:3F9A:990:4AE2,1,Q107238
Reinheitsgebot,1,Q107238
Nursinati,1,Q107238
Glycong,1,Q107238
Haplology,1,Q107238
2600:1702:3B60:E3E0:CC5:BCA7:783F:4B69,1,Q107238
Alessandro Solimeno,1,Q107238
Mariina,1,Q107238
PeaceSeekers,1,Q107238
Outermayo,1,Q107238
SalviBot,1,Q107238
Egor,1,Q107238
Kpjas,1,Q107238
Ерден Карсыбеков,1,Q107238
PBot,1,Q107238
InternetArchiveBot,1,Q107238
Adam78,1,Q107238
ASammour,1,Q107238
JotaCartas,1,Q107238
BeckNoDa,1,Q107238
AfroBrazilian,1,Q107238
Premeditated,1,Q107238
Tubezlob,1,Q107238
Lombroso,1,Q107238
Uwe Gille,1,Q107238
Orland,1,Q107238
AkkakkBot,1,Q107238
Pi bot,1,Q107238
Simon Villeneuve,1,Q107238
Kareyac,1,Q107238
Hakutora,1,Q107238
VojtěchDostálBot,1,Q107238
Alkişiyeva,1,Q107238
Geagea,1,Q107238
JAnDbot,1,Q107238
201.244.118.35,1,Q107238
Hollófernyiges,1,Q107238
ASEDATC,1,Q107238
KRLS Bot,1,Q107238
EdJohnston,1,Q107238
TiagoLubianaBot,1,Q107238
62.197.243.75,1,Q107238
157.43.73.216,1,Q107238
Otogi,1,Q107238
Mongrangvebet,1,Q107238
MerlIwBot,1,Q107238
Tagishsimon,1,Q107238
Charles Matthews,13,Q107244
TiagoLubiana,10,Q107244
Epolk,8,Q107244
MatSuBot,7,Q107244
Epìdosis,7,Q107244
Saarik,7,Q107244
DanmicholoBot,6,Q107244
Dexbot,5,Q107244
Okkn,4,Q107244
Botcrux,4,Q107244
Thisismattmiller,3,Q107244
AGbot,3,Q107244
Adert,3,Q107244
Bdijkstra,3,Q107244
Ske,3,Q107244
AkkakkBot,3,Q107244
Sintakso,3,Q107244
MRTFR55,3,Q107244
KaMan,2,Q107244
Nikola Tulechki,2,Q107244
Egon Willighagen,2,Q107244
Steenthbot,2,Q107244
Jeblad,2,Q107244
190.180.95.254,2,Q107244
Timecounter,2,Q107244
Pigsonthewing-bot,2,Q107244
AmaryllisGardener,2,Q107244
Albedo,2,Q107244
Emw,2,Q107244
DiHri,2,Q107244
JungleCrow,2,Q107244
Legobot,2,Q107244
KrBot,2,Q107244
Termininja,2,Q107244
Zhenqinli,2,Q107244
Sannita,2,Q107244
MsynBot,2,Q107244
PLbot,1,Q107244
Shagil Kannur,1,Q107244
Stiegenaufgang,1,Q107244
Fraxinus,1,Q107244
Frhdkazan,1,Q107244
BoulaurBot,1,Q107244
Hollófernyiges,1,Q107244
InternetArchiveBot,1,Q107244
UlutSoft3,1,Q107244
Ladsgroup,1,Q107244
Gaga.vaa,1,Q107244
Tagishsimon,1,Q107244
2405:204:25:A203:1CBA:2461:40DC:A198,1,Q107244
Glycong,1,Q107244
KLBot2,1,Q107244
Reinheitsgebot,1,Q107244
Vantty,1,Q107244
सौरभ तिवारी 05,1,Q107244
ManuRoquette,1,Q107244
DavidMar86hdf,1,Q107244
JotaCartas,1,Q107244
Nickpolk,1,Q107244
Elhuyar Fundazioa bot,1,Q107244
Buli,1,Q107244
B.mertlik,1,Q107244
Cliverbot,1,Q107244
Horcrux,1,Q107244
Chlorophonia,1,Q107244
AlphaRho,1,Q107244
唐吉訶德的侍從,1,Q107244
Xatnys42,1,Q107244
Glossologist,1,Q107244
Bot Sian EJ,1,Q107244
Mariina,1,Q107244
SalviBot,1,Q107244
Bovlb,1,Q107244
Tubezlob,1,Q107244
Lombroso,1,Q107244
Hamid.Moghadam,1,Q107244
Cewbot,1,Q107244
Dominic,1,Q107244
Uwe Gille,1,Q107244
157.50.18.5,1,Q107244
Syp,1,Q107244
Minina,1,Q107244
Apalsola,1,Q107244
Zenfiric,1,Q107244
Orland,1,Q107244
MerlIwBot,1,Q107244
Loone416,1,Q107244
MsynABot,1,Q107244
Glenn,1,Q107244
Andreas Raether,1,Q107244
Matlin,1,Q107244
Ramjchandran,1,Q107244
KRLS Bot,1,Q107244
Traxana,1,Q107244
人造人条目专用号,1,Q107244
TadejM,1,Q107244
本日晴天,1,Q107244
205.223.222.23,1,Q107244
14.99.39.77,1,Q107244
180.94.84.226,1,Q107244
Geagea,1,Q107244
Գարվիք,1,Q107244
খাঁ শুভেন্দু,1,Q107244
PBot,1,Q107244
Bluetpp,1,Q107244
Jordi escarre,1,Q107244
Rezabot,1,Q107244
이중 환상,1,Q107244
Rtfroot,1,Q107244
MatSuBot,8,Q107647
Dexbot,8,Q107647
Botcrux,7,Q107647
Biyolojiyabikurdi,6,Q107647
Charles Matthews,5,Q107647
DanmicholoBot,5,Q107647
Heron,5,Q107647
IngeniousBot,4,Q107647
TiagoLubiana,4,Q107647
Egon Willighagen,4,Q107647
Kr.angelov,4,Q107647
Yamanosora,4,Q107647
Infovarius,3,Q107647
Doğru Tercüman,3,Q107647
Mkbergman,3,Q107647
46.6.177.216,3,Q107647
Bdijkstra,3,Q107647
Kaguya-Taketori,2,Q107647
Legobot,2,Q107647
Escarbot,2,Q107647
BotMultichill,2,Q107647
Chaoborus,2,Q107647
Belomaad,2,Q107647
Шкурба Андрій Вікторович,2,Q107647
Spinster,2,Q107647
LR0725,2,Q107647
AkkakkBot,2,Q107647
SamoaBot,2,Q107647
Geraki,2,Q107647
SHOTHA,1,Q107647
CamelCaseNick,1,Q107647
Orland,1,Q107647
Ranveig,1,Q107647
Vojtěch Dostál,1,Q107647
بدارين,1,Q107647
Geagea,1,Q107647
113.161.220.199,1,Q107647
Rezabot,1,Q107647
Ramjchandran,1,Q107647
Sakib Hasan Simanto,1,Q107647
Horcrux,1,Q107647
SR5,1,Q107647
Procuratorac,1,Q107647
Mr.Ibrahembot,1,Q107647
Serchia,1,Q107647
MsynBot,1,Q107647
Dmtrs32,1,Q107647
BoulaurBot,1,Q107647
JotaCartas,1,Q107647
Voskanyan,1,Q107647
Wikipediya M,1,Q107647
ديفيد عادل وهبة خليل 2,1,Q107647
TiagoLubianaBot,1,Q107647
Minina,1,Q107647
Nt,1,Q107647
MuanN,1,Q107647
Виталий Болбас,1,Q107647
74.177.140.57,1,Q107647
EmausBot,1,Q107647
გიო ოქრო,1,Q107647
Elhuyar Fundazioa bot,1,Q107647
Apalsola,1,Q107647
Reinheitsgebot,1,Q107647
VojtěchDostálBot,1,Q107647
BotNinja,1,Q107647
Tinker Bell,1,Q107647
DeltaBot,1,Q107647
2A02:587:1E0D:29B2:FD61:3ADB:9261:D88C,1,Q107647
MathKnight,1,Q107647
Glycong,1,Q107647
79.53.81.225,1,Q107647
Craigysgafn,1,Q107647
CBNWGBB,1,Q107647
Zhenqinli,1,Q107647
Alex Nico,1,Q107647
Liamjamesperritt,1,Q107647
Xatnys42,1,Q107647
Dcirovic,1,Q107647
Alex Byte,1,Q107647
Simon Villeneuve,1,Q107647
Bedinek,1,Q107647
Epìdosis,1,Q107647
61.219.216.137,1,Q107647
Nikola Tulechki,1,Q107647
Stevenliuyi,1,Q107647
NtkPrague,1,Q107647
Romancer~dewiki,1,Q107647
Dominic,1,Q107647
Kevin Scannell,1,Q107647
Zaheen,1,Q107647
Choboty,1,Q107647
MerlIwBot,1,Q107647
Fraxinus,1,Q107647
Xosé,1,Q107647
InternetArchiveBot,1,Q107647
Raamaturott,1,Q107647
218.238.243.17,1,Q107647
Kaakkuri86,1,Q107647
WuuArticleGenerator,1,Q107647
Castell,1,Q107647
Levon Asatryan,1,Q107647
Madamebiblio,1,Q107647
MatSuBot,9,Q107988
Charles Matthews,8,Q107988
Horcrux,7,Q107988
Botcrux,6,Q107988
TiagoLubiana,6,Q107988
Abdur Rakib,4,Q107988
Okkn,4,Q107988
Ske,4,Q107988
LR0725,4,Q107988
Andreitshua,3,Q107988
Dexbot,3,Q107988
TadejM,3,Q107988
Bdijkstra,3,Q107988
Modeum,3,Q107988
Sldst-bot,3,Q107988
Шкурба Андрій Вікторович,2,Q107988
Cewbot,2,Q107988
AkkakkBot,2,Q107988
Emw,2,Q107988
Dcirovic,2,Q107988
Kr.angelov,2,Q107988
Legobot,2,Q107988
SamoaBot,2,Q107988
Whidou,2,Q107988
Sintakso,2,Q107988
SR5,2,Q107988
Egon Willighagen,2,Q107988
Mr.Ibrahembot,1,Q107988
AgrisR,1,Q107988
Simon Villeneuve,1,Q107988
194.146.149.93,1,Q107988
Esteban16,1,Q107988
Bot Sian EJ,1,Q107988
KRLS Bot,1,Q107988
217.202.36.235,1,Q107988
Roba,1,Q107988
Ерден Карсыбеков,1,Q107988
FShbib,1,Q107988
Artemev Nikolay,1,Q107988
MsynBot,1,Q107988
TDKR Chicago 101,1,Q107988
JotaCartas,1,Q107988
181.17.159.83,1,Q107988
Kam Solusar,1,Q107988
Apple farmer,1,Q107988
ASEDATC,1,Q107988
AlphaRho,1,Q107988
Tubezlob,1,Q107988
ديفيد عادل وهبة خليل 2,1,Q107988
62.82.103.58,1,Q107988
Loone416,1,Q107988
SongofSol,1,Q107988
Pi bot,1,Q107988
Dominic,1,Q107988
SalviBot,1,Q107988
Escarbot,1,Q107988
Hollófernyiges,1,Q107988
1857a,1,Q107988
فاطمة الزهراء,1,Q107988
2405:205:21AC:86FD:0:0:29B9:68A1,1,Q107988
Macdonald-ross,1,Q107988
Xosé,1,Q107988
76.88.42.158,1,Q107988
Otogi,1,Q107988
InternetArchiveBot,1,Q107988
Tagishsimon,1,Q107988
TiagoLubianaBot,1,Q107988
186.79.19.245,1,Q107988
Nikola Tulechki,1,Q107988
Hamid.Moghadam,1,Q107988
YMS,1,Q107988
PeaceSeekers,1,Q107988
Chobot,1,Q107988
Александр Сигачёв,1,Q107988
Geagea,1,Q107988
Avicenno,1,Q107988
Champ0999,1,Q107988
MerlIwBot,1,Q107988
Hakutora,1,Q107988
Beqabai,1,Q107988
Putnik,1,Q107988
Uwe Gille,1,Q107988
69.112.203.158,1,Q107988
Castell,1,Q107988
NowProperty,1,Q107988
ÀlexHinojo,1,Q107988
112.79.233.162,1,Q107988
Sauer202,1,Q107988
NicoScribe,1,Q107988
Minina,1,Q107988
Adam78,1,Q107988
Ronhjones,1,Q107988
Գարվիք,1,Q107988
Biyolojiyabikurdi,1,Q107988
Kyng,1,Q107988
2001:44C8:4400:1B0:2DBB:F996:579B:D829,1,Q107988
Nk,1,Q107988
Rezabot,1,Q107988
Kpjas,1,Q107988
Lombroso,1,Q107988
Reinheitsgebot,1,Q107988
Torgheh.dani,1,Q107988
TiagoLubiana,15,Q138912
Okkn,11,Q138912
Belomaad,5,Q138912
Charles Matthews,5,Q138912
Andreasmperu,4,Q138912
Egon Willighagen,4,Q138912
TadejM,3,Q138912
Adert,3,Q138912
BaptisteGrandGrand,3,Q138912
MatSuBot,3,Q138912
Dexbot,2,Q138912
Essam.assali,2,Q138912
BoulaurBot,2,Q138912
Neuraxıs,2,Q138912
Danmichaelo,2,Q138912
Melaleuca alternifolia,2,Q138912
Russian Rocky,2,Q138912
Legobot,2,Q138912
BeneBot*,1,Q138912
Zafer,1,Q138912
Mojtabakd,1,Q138912
Simon Villeneuve,1,Q138912
Ginger-anna,1,Q138912
Théoden,1,Q138912
Jmarchn,1,Q138912
AkkakkBot,1,Q138912
KRLS Bot,1,Q138912
Mr.Ibrahembot,1,Q138912
Crazy&confused,1,Q138912
Pasleim,1,Q138912
Paucabot,1,Q138912
Andre Engels,1,Q138912
Cuaxdon,1,Q138912
TiagoLubianaBot,1,Q138912
Mx. Granger,1,Q138912
Horcrux,1,Q138912
Nikola Tulechki,1,Q138912
Tubezlob,1,Q138912
Mzaki,10,Q140401
Charles Matthews,6,Q140401
Holger1959,4,Q140401
Ske,4,Q140401
Daniel Mietchen,3,Q140401
Legobot,3,Q140401
Dexbot,3,Q140401
KLBot2,2,Q140401
TiagoLubiana,2,Q140401
Lockal,2,Q140401
Helmoony,1,Q140401
Mahmoudalrawi,1,Q140401
Horcrux,1,Q140401
Kani,1,Q140401
Simon Villeneuve,1,Q140401
Mr.Ibrahembot,1,Q140401
Mjarrar,1,Q140401
FShbib,1,Q140401
Atylotus,1,Q140401
MatSuBot,1,Q140401
JotaCartas,1,Q140401
Orbwiki107,1,Q140401
MsynBot,1,Q140401
Emijrpbot,1,Q140401
95.136.118.103,1,Q140401
MerlIwBot,1,Q140401
Bilderling,1,Q140401
KrBot,1,Q140401
BotNinja,1,Q140401
EmausBot,1,Q140401
TiagoLubianaBot,1,Q140401
Cewbot,1,Q140401
ZrbtWm,1,Q140401
Lucjim,5,Q143715
Ske,4,Q143715
TiagoLubianaBot,3,Q143715
84.88.187.24,3,Q143715
Frettie,2,Q143715
Sldst-bot,2,Q143715
Lockalbot,1,Q143715
Mahmoudalrawi,1,Q143715
Solidest,1,Q143715
Simon Villeneuve,1,Q143715
INS Pirat,1,Q143715
FShbib,1,Q143715
Mr.Ibrahembot,1,Q143715
Drahtloser,1,Q143715
Horcrux,1,Q143715
TiagoLubiana,1,Q143715
ASammourBot,1,Q143715
Mullanur,1,Q143715
Horst,1,Q143715
MerlIwBot,1,Q143715
Nikki,24,Q147298
MatSuBot,7,Q147298
Lmichan,7,Q147298
Jon Harald Søby,6,Q147298
Vetrrich Chelvan,5,Q147298
Dexbot,5,Q147298
TiagoLubiana,4,Q147298
Andreasmperu,4,Q147298
IngeniousBot,4,Q147298
Pixeltoo,4,Q147298
Taravyvan Adijene,3,Q147298
PromePw,3,Q147298
DanmicholoBot,3,Q147298
Qllach,3,Q147298
Tobias1984,3,Q147298
Biyolojiyabikurdi,3,Q147298
Chaoborus,3,Q147298
Emw,2,Q147298
Modeum,2,Q147298
TadejM,2,Q147298
Nikosguard,2,Q147298
Einstein2,2,Q147298
Wipur,2,Q147298
Nikola Tulechki,2,Q147298
-xfi-,2,Q147298
37.210.176.63,2,Q147298
Toni 001,2,Q147298
Kruusamägi,2,Q147298
Mkbergman,2,Q147298
Legobot,2,Q147298
Sixsi6ma,2,Q147298
Kr.angelov,2,Q147298
Polmars,1,Q147298
Wikipediya M,1,Q147298
Dcirovicbot,1,Q147298
Ajeeshkumar4u,1,Q147298
Pariazallaghi,1,Q147298
Reinheitsgebot,1,Q147298
Fandi89,1,Q147298
Jmarchn,1,Q147298
Wizkidoos,1,Q147298
Stevenliuyi,1,Q147298
Franklin Yu,1,Q147298
Jheald,1,Q147298
Pacostein,1,Q147298
Dhx1,1,Q147298
TiagoLubianaBot,1,Q147298
Aplasia,1,Q147298
Simon Villeneuve,1,Q147298
Romaine,1,Q147298
Bovlb,1,Q147298
Glycong,1,Q147298
